Activity ID,Activity Date,Max Heart Rate,Max Grade,Average Grade,Average Cadence,Average Heart Rate,Distance (mi),Moving Time (min),Max Speed (mph),Average Speed (mph),Grade Adjusted Distance (mi),Elevation Gain (ft),Elevation Loss (ft),Elevation Low (ft),Elevation High (ft),Rounded Time,Hour of Day,Rest Hours
8955251864,2023-03-18 13:20:19,203.0,23.58577537536621,-0.0629478693008422,84.15709686279297,178.80459594726562,7.992541951522685,58.78333333333333,12.102246459960938,8.16139681816101,8.408700813781852,775.917450012207,1345.21,287.7436899871826,951.1618799743653,2023-03-18 13:00:00,13,15.778611111111111
8955252796,2023-03-20 13:50:06,201.0,8.170665740966797,0.0870672464370727,83.76797485351562,183.63873291015625,3.9962709757613424,25.666666666666668,12.935455230712892,9.342831216812135,4.050341827221877,203.86988583755493,387.158,277.2445,396.6729050064087,2023-03-20 14:00:00,14,48.49638888888889
8955255124,2023-03-21 16:38:25,182.0,9.891194343566896,-0.0546775944530963,82.44989776611328,163.39895629882812,4.201367308887508,32.15,10.96629976463318,7.847405369758606,4.256929709349752,191.80088634109498,830.0930000000001,264.1205,356.3165949935913,2023-03-21 17:00:00,17,26.80527777777778
8955257076,2023-03-22 17:53:59,193.0,9.463722229003906,-0.2779973745346069,85.36722564697266,172.26853942871094,3.9962709757613424,28.016666666666666,12.992513263225556,8.568614911317825,4.022684897451834,133.09922999572754,334.66200000000003,255.5899050064087,356.3165949935913,2023-03-22 18:00:00,18,25.259444444444444
8955257894,2023-03-29 16:10:33,206.0,1.352722406387329,0.0093151498585939,84.27123260498047,185.0986328125,2.0012430080795527,12.166666666666666,12.319474670410157,9.86903105735779,2.0034182722187697,0.0,259.199,257.55850000000004,259.85518998718265,2023-03-29 16:00:00,16,166.2761111111111
8955260111,2023-04-03 16:24:59,189.0,16.049816131591797,-0.5472806096076965,81.34781646728516,167.4081268310547,8.29707893101305,62.38333333333333,11.651951904296876,7.982767127752305,8.527595022141082,550.2474203643799,1302.557,276.9164050064087,951.8181200256348,2023-04-03 16:00:00,16,120.24055555555556
8955262087,2023-04-04 18:43:21,198.0,7.597363948822021,0.0525805950164794,81.71211242675781,182.5750274658203,6.146674953387198,45.0,11.493707092285156,8.193700298309327,6.205966681556867,276.8414090042114,616.828,284.7908100128174,385.51750000000004,2023-04-04 19:00:00,19,26.30611111111111
8955264923,2023-04-05 16:26:21,182.0,49.01129150390625,-0.0911575779318809,82.78598022460938,159.19064331054688,8.999378495960224,74.16666666666667,12.223607447624207,7.2792581524848945,9.67737749572716,1009.6385357971192,1860.327,265.761,1092.2448799743652,2023-04-05 16:00:00,16,21.716666666666665
8955267459,2023-04-07 12:31:05,200.0,19.142690658569336,-0.0424628779292106,82.45341491699219,167.0015106201172,8.191423244251087,66.78333333333333,15.13955760717392,7.362499028205872,8.60248625893412,799.8581965026856,1463.326,276.9164050064087,951.49,2023-04-07 13:00:00,13,44.07888888888889
8955268317,2023-04-08 17:34:49,192.0,8.051980018615723,0.1097747832536697,82.1511001586914,170.85133361816406,2.8278433809819763,20.516666666666666,10.509421630859375,8.277045709133148,2.8604101319724986,114.01475,236.232,291.3528100128174,385.51750000000004,2023-04-08 18:00:00,18,29.06222222222222
8955270981,2023-04-09 15:20:28,199.0,16.566633224487305,0.0314155258238315,82.88177490234375,162.47506713867188,7.513983840894966,59.916666666666664,18.052561583518983,7.52673060822487,7.939278933926352,786.2186365356446,1259.904,279.8693100128174,936.0692599487305,2023-04-09 15:00:00,15,21.760833333333334
8955273018,2023-04-10 18:07:45,198.0,1.4705908298492432,-0.0030258682090789,84.6513671875,176.90089416503906,6.159105034182723,46.233333333333334,13.216213049888612,7.995226538658143,6.170789188743008,102.1229460811615,679.167,289.7123100128174,309.0701899871827,2023-04-10 18:00:00,18,26.788055555555555
8955275507,2023-04-12 06:03:27,183.0,17.856781005859375,-0.0653291419148445,84.6822280883789,163.95382690429688,8.272218769422002,65.2,16.84449313402176,7.615166771888733,8.671783959369174,763.2224491729737,1246.78,276.9164050064087,934.7568799743652,2023-04-12 06:00:00,6,35.928333333333335
8955278136,2023-04-12 17:40:43,186.0,15.542784690856934,-0.0165046211332082,83.8259048461914,161.59201049804688,8.284648850217527,69.01666666666667,10.96769392156601,7.200752290248871,8.687756127641391,857.9585706481934,1443.64,276.9164050064087,1025.9687400512696,2023-04-12 18:00:00,18,11.62111111111111
8955280441,2023-04-16 16:02:28,196.0,44.56510162353516,-0.2470338642597198,85.23737335205078,177.43951416015625,8.098197638284649,59.96666666666667,33.532608154296874,8.104088648080825,8.49347420758235,1040.661348022461,2897.123,285.447,950.1776200256348,2023-04-16 16:00:00,16,94.3625
8955282018,2023-04-17 17:41:29,188.0,1.4076569080352783,-0.0045332079753279,85.09085083007812,162.06320190429688,4.10814170292107,30.55,12.680884521484376,8.076424179792404,4.118582849401802,67.69588233184815,331.38100000000003,291.3528100128174,309.0701899871827,2023-04-17 18:00:00,18,25.650277777777777
8955283653,2023-04-23 17:58:01,196.0,7.55230712890625,-0.035758763551712,82.89929962158203,173.08094787597656,3.9962709757613424,26.133333333333333,12.040668884277345,9.176251330375672,4.029521441889372,148.30120250320437,354.348,279.2130949935913,396.6729050064087,2023-04-23 18:00:00,18,144.27555555555557
8955284432,2023-04-24 17:46:02,180.0,1.4803849458694458,0.0970593467354774,82.45783233642578,151.4592742919922,2.622747047855811,19.216666666666665,11.990333098888398,8.195645931243897,2.6331262867075824,49.01813862323761,239.513,291.3528100128174,309.7264050064087,2023-04-24 18:00:00,18,23.80027777777778
8967390765,2023-04-26 17:45:26,204.0,15.63089370727539,0.0271872747689485,84.14192962646484,172.15208435058594,7.998756991920447,56.95,13.108787231445312,8.427977864027024,8.418458548593847,792.3161920013428,1184.441,277.57259499359134,937.3817400512696,2023-04-26 18:00:00,18,47.99
8974169079,2023-04-28 13:13:05,196.0,19.194002151489254,0.028998402878642,83.28715515136719,160.89013671875,7.501553760099441,58.166666666666664,11.6546826171875,7.736321356058122,7.936109506098508,807.1888804931641,1328.805,280.1974050064087,949.1932599487305,2023-04-28 13:00:00,13,43.46083333333333
8987524777,2023-04-30 16:39:03,191.0,16.808486938476562,-0.0007721715373918,84.15886688232422,163.5423126220703,8.048477315102549,55.5,14.030402832031251,8.699773931503296,8.468552138362337,803.0277538452148,1184.441,281.5098100128174,951.8181200256348,2023-04-30 17:00:00,17,51.43277777777778
8993817030,2023-05-01 16:40:28,174.0,11.33030891418457,0.0020686332136392,83.923828125,150.6847686767578,6.003729024238658,39.28333333333333,11.733054077148438,9.175989992618561,6.11236780900404,339.51944300079344,748.068,278.885,543.9898100128174,2023-05-01 17:00:00,17,24.023611111111112
9030420465,2023-05-04 08:42:20,170.0,17.395376205444336,0.4923629462718963,82.73877716064453,148.40452575683594,3.9962709757613424,29.433333333333334,12.20847119140625,8.155473517894745,4.19229328921302,364.5211726531983,469.183,277.9006899871826,601.0791899871826,2023-05-04 09:00:00,9,64.03111111111112
9030421730,2023-05-04 16:37:07,164.0,44.54955673217773,-0.1336075961589813,84.04888916015625,152.18284606933594,3.9962709757613424,29.533333333333335,13.49877249956131,8.125864483356477,4.074021191831106,212.9790839996338,593.861,355.33231001281735,555.8013799743652,2023-05-04 17:00:00,17,7.913055555555555
9030423977,2023-05-06 17:30:51,192.0,17.66147232055664,-0.0023307905066758,84.61054229736328,170.3220672607422,7.998756991920447,56.78333333333333,13.10895150089264,8.451073188304902,8.417588807100683,789.4683464813232,1250.0610000000001,282.166,936.0692599487305,2023-05-06 18:00:00,18,48.89555555555555
9073098589,2023-05-08 17:26:38,185.0,7.567166328430176,0.0015540232416242,83.42969512939453,160.58909606933594,3.9962709757613424,29.616666666666667,12.247588653564454,8.100672056913377,4.033996392363269,158.06399983596802,400.28200000000004,276.9164050064087,396.6729050064087,2023-05-08 17:00:00,17,47.929722222222225
9073099348,2023-05-10 06:34:13,175.0,13.938855171203612,0.1180259063839912,85.16515350341797,155.589599609375,5.003107520198882,35.31666666666667,11.001496093750001,8.497306504249574,5.157862026103169,379.08829499053957,643.076,278.2288100128174,555.8013799743652,2023-05-10 07:00:00,7,37.12638888888889
9073100208,2023-05-11 18:07:17,183.0,8.123332977294922,-0.0049740229733288,82.33453369140625,166.48422241210938,4.996892479801118,37.03333333333333,9.654927166461945,8.096067712306978,5.055873152482132,218.9723810043335,574.1750000000001,276.9164050064087,438.9978100128174,2023-05-11 18:00:00,18,35.55111111111111
9079358548,2023-05-15 18:31:12,181.0,1.4049876928329468,0.0,83.49337005615234,157.91690063476562,2.9956494717215665,17.65,13.213191132068635,10.190073291778566,3.002858979276725,51.76324324989319,216.54600000000002,291.3528100128174,309.3983100128174,2023-05-15 19:00:00,19,96.39861111111111
9116849157,2023-05-18 17:38:14,187.0,11.50429630279541,0.0331754758954048,83.10083770751953,162.44285583496094,2.9956494717215665,19.9,19.12635042667389,9.035756152153015,3.0526415135565568,171.46591809844972,249.35600000000002,269.04200000000003,357.629,2023-05-18 18:00:00,18,71.11722222222222
9116849485,2023-05-20 20:34:25,187.0,15.62497329711914,-0.0260665211826562,82.23088836669922,163.78668212890625,3.0950901180857677,22.15,12.534700713634491,8.394624766111376,3.1549408357287136,182.7653699989319,308.414,269.04200000000003,358.28518998718266,2023-05-20 21:00:00,21,50.93638888888889
9116850141,2023-05-21 17:03:23,195.0,32.979793548583984,0.0530378222465515,83.60529327392578,170.7164306640625,7.495338719701678,55.53333333333333,21.17543684577942,8.101310467720031,7.950528521208825,800.2814883575439,1551.913,270.6825,938.0378799743653,2023-05-21 17:00:00,17,20.482777777777777
9166933137,2023-05-22 16:37:05,180.0,21.106687545776367,-0.5898998379707336,85.36978912353516,160.69166564941406,2.802983219390926,16.0,13.690483478069305,10.507469597816467,2.9405841531036354,220.15456932067872,305.13300000000004,302.1800949935913,543.9898100128174,2023-05-22 17:00:00,17,23.561666666666667
9166933606,2023-05-24 17:14:05,174.0,25.656618118286133,0.2383158057928085,84.64044952392578,151.56640625,2.9956494717215665,20.833333333333332,34.9259736070633,8.635768048048021,3.191858418466439,267.2210439987183,341.224,277.57259499359134,396.6729050064087,2023-05-24 17:00:00,17,48.61666666666667
9166934625,2023-05-29 18:00:38,198.0,16.190942764282227,-0.4714354872703552,83.1806640625,176.1266632080078,7.501553760099441,51.3,12.116173095703125,8.771772483587265,7.786637784532318,597.8731859893799,1003.986,288.0718100128174,937.3817400512696,2023-05-29 18:00:00,18,120.77583333333334
9278441946,2023-05-30 18:39:57,189.0,42.53487396240234,0.1658451706171035,83.45415496826172,166.02862548828125,2.5481665630826598,15.716666666666667,13.89495947265625,9.726584912776948,2.728402734617775,271.46993299102786,288.728,365.17531001281736,583.0336899871827,2023-05-30 19:00:00,19,24.655277777777776
9278443877,2023-06-01 18:16:52,191.0,16.17693519592285,-0.0048744068481028,82.51438903808594,166.58082580566406,7.650714729645743,58.05,13.76606982421875,7.905730090379715,8.057178371659417,770.3957316741943,1046.6390000000001,292.33709499359134,936.3973799743653,2023-06-01 18:00:00,18,47.61527777777778
9278444788,2023-06-14 16:31:03,202.0,8.022163391113281,-0.0560647659003734,82.05643463134766,180.56431579589844,3.6544437538844003,27.466666666666665,15.778286285877229,7.989741112470627,3.688750898267558,131.93994599914552,400.28200000000004,292.009,396.6729050064087,2023-06-14 17:00:00,17,310.2363888888889
9278447057,2023-06-15 16:25:11,203.0,42.85921478271485,0.1492253243923187,82.99537658691406,179.52732849121094,6.494717215661901,47.1,11.652088439941407,8.275150743722916,7.002921190374456,809.0188229980469,1148.3500000000001,259.85518998718265,937.7097599487305,2023-06-15 16:00:00,16,23.90222222222222
9315922693,2023-06-16 15:20:06,194.0,49.25076675415039,0.3565793335437774,84.1141586303711,165.8123016357422,6.028589185829707,48.333333333333336,24.49067589759827,7.4849331007003785,6.579303672700434,789.317603515625,1026.953,282.166,934.1007400512696,2023-06-16 15:00:00,15,22.915277777777778
9315924046,2023-06-19 16:52:45,202.0,12.776753425598145,-0.0368364825844764,82.16986846923828,183.76150512695312,4.045991298943443,27.85,11.887558025836945,8.722131109952928,4.076942078736793,124.48113549423216,475.745,252.96509499359132,325.47518998718266,2023-06-19 17:00:00,17,73.54416666666667
9315925697,2023-06-20 14:48:33,199.0,40.06547546386719,-0.0339802466332912,83.01925659179688,182.4895172119141,4.021131137352393,28.583333333333332,11.364134765625,8.44496801829338,4.063207082232753,145.28267599487307,374.034,252.96509499359132,326.1314050064087,2023-06-20 15:00:00,15,21.93
9316365957,2023-06-22 13:34:16,197.0,42.843711853027344,0.3281112015247345,82.49446105957031,167.96636962890625,5.015537600994406,37.65,10.04858609676361,7.997874050140381,5.222125786591051,411.61237899017334,580.7370000000001,256.57418998718265,483.61937997436524,2023-06-22 14:00:00,14,46.761944444444445
9321557157,2023-06-23 13:03:57,,47.40995788574219,-0.0232974234968423,,,3.9962709757613424,27.5,20.723597730636595,8.729018159866333,4.038781791388285,145.83479526138305,150.75629526138306,252.96509499359132,326.1314050064087,2023-06-23 13:00:00,13,23.494722222222222
9346854190,2023-06-24 10:55:18,189.0,41.87996292114258,0.2532067894935608,84.88538360595703,165.69677734375,3.0142945929148537,21.75,9.734718383789064,8.326936153650284,3.0447482908638905,126.58226264190674,374.034,253.29318998718261,325.80331001281735,2023-06-24 11:00:00,11,21.855833333333333
9346855611,2023-06-27 14:03:31,164.0,29.966670989990234,0.0108310673385858,84.61204528808594,156.7445831298828,4.0149160969546305,27.783333333333335,11.55783297777176,8.672756407499314,4.041702981762741,129.1237534980774,462.62100000000004,252.3089050064087,324.1628100128174,2023-06-27 14:00:00,14,75.13694444444444
9364413447,2023-06-30 12:53:21,205.0,38.26606750488281,-0.0012403608998283,83.54151153564453,189.07212829589844,5.009322560596644,35.35,12.894207599163057,8.503099135637283,5.097576134244872,262.93933799743655,748.068,232.6229050064087,391.42331001281735,2023-06-30 13:00:00,13,70.83055555555556
9414830389,2023-07-08 15:47:26,209.0,8.598358154296875,0.1406174153089523,82.563720703125,176.15121459960938,4.021131137352393,28.383333333333333,11.176043048381805,8.500678828001023,4.049658112084369,82.33435225105286,390.439,8.2025,60.37039874839784,2023-07-08 16:00:00,16,194.9013888888889
9421205117,2023-07-09 13:44:25,200.0,8.302927017211914,-0.15845887362957,83.57963562011719,178.95533752441406,6.034804226227471,42.38333333333333,17.288279846191408,8.549167115449906,6.057861783328154,103.59210800170898,1059.7630000000001,3.609100078225136,60.37039874839784,2023-07-09 14:00:00,14,21.94972222222222
9472352424,2023-07-13 16:32:28,186.0,3.1982924938201904,0.0216110087931156,81.86095428466797,165.13999938964844,2.013673088875078,15.016666666666667,11.335189208984376,8.04200279712677,2.017464324211467,37.230236458778386,121.397,278.5569050064087,318.257,2023-07-13 17:00:00,17,98.80083333333333
9472353750,2023-07-16 14:08:34,200.0,9.91017723083496,-0.0185594409704208,82.78888702392578,179.95394897460938,5.021752641392169,37.3,14.178079998493196,8.078528748750687,5.082535615094779,222.41899300384523,606.985,282.82218998718264,447.85650000000004,2023-07-16 14:00:00,14,69.60166666666667
9479442383,2023-07-18 18:50:34,207.0,17.065584182739258,0.0300521925091743,82.86646270751953,173.51287841796875,7.029210689869484,55.083333333333336,14.670263263225555,7.657681091547013,7.457365065646364,741.3258193511964,1177.8790000000001,280.1974050064087,918.0237599487305,2023-07-18 19:00:00,19,52.7
9502784835,2023-07-19 15:29:06,201.0,1.4743822813034058,0.0,85.10763549804688,186.2107086181641,3.1013051584835303,21.3,13.94775289964676,8.73378730726242,3.105780108957427,51.65387512302399,255.918,291.0246899871826,308.7420949935913,2023-07-19 15:00:00,15,20.642222222222223
9502786087,2023-07-22 14:28:08,195.0,45.33415603637695,0.0522722452878952,83.37791442871094,174.66867065429688,7.010565568676196,60.833333333333336,8.692842080831529,6.9175762968063355,7.465755370183344,799.6371134948731,1092.573,282.82218998718264,939.6783799743653,2023-07-22 14:00:00,14,70.9838888888889
9529495190,2023-07-25 16:32:34,208.0,22.64295959472656,-0.0259474571794271,82.0572280883789,180.62745666503903,6.227470478558111,51.71666666666667,9.552033691406251,7.223751079559326,6.620385453892169,682.1007554931641,1318.962,280.85359499359134,925.5701200256348,2023-07-25 17:00:00,17,74.07388888888889
9529495921,2023-07-25 21:41:27,191.0,14.974814414978027,-0.12042798101902,83.3013687133789,171.52394104003906,4.021131137352393,29.366666666666667,11.269515563964845,8.22294292664528,4.072405220633934,175.55172332763672,547.927,267.4015,358.61331001281735,2023-07-25 22:00:00,22,5.148055555555556
9551809841,2023-07-30 09:35:16,200.0,16.56081771850586,-0.0006197925540618,84.1268539428711,180.19436645507807,10.02486016159105,78.81666666666666,10.374114807128906,7.632209727048875,10.0619640741532,240.43167599487305,754.63,177.83020250320436,259.85518998718265,2023-07-30 10:00:00,10,107.89694444444444
9607393236,2023-08-02 14:25:56,183.0,16.493026733398438,-0.0259677935391664,85.84565734863281,171.1878204345703,5.021752641392169,38.68333333333333,9.704953613281251,7.794263136863709,5.11963952765693,303.0987709884643,662.7620000000001,230.9824050064087,451.13750000000005,2023-08-02 14:00:00,14,76.84444444444445
9607395182,2023-08-03 15:05:21,205.0,4.869565010070801,-0.1062937974929809,84.88963317871094,175.5621337890625,3.0950901180857677,20.0,12.546776651382446,9.29507040834427,3.099067683246582,10.52849468755722,269.04200000000003,256.2460949935913,279.8693100128174,2023-08-03 15:00:00,15,24.656944444444445
9607397494,2023-08-07 15:09:09,200.0,16.2086181640625,-0.0234805606305599,81.5740737915039,178.6153564453125,5.0279676817899315,36.95,10.567640216350556,8.164797409057618,5.168862768994717,339.9088665008546,794.0020000000001,230.9824050064087,451.13750000000005,2023-08-07 15:00:00,15,96.06333333333333
9616580876,2023-08-09 16:04:27,197.0,13.915901184082031,-0.0565849617123603,82.73534393310547,178.54824829101562,4.058421379738968,29.883333333333333,10.465963828563693,8.158050628185274,4.097203171127253,144.62648600769043,534.803,252.96509499359132,328.1,2023-08-09 16:00:00,16,48.92166666666667
9628851112,2023-08-11 13:53:52,172.0,4.863799571990967,-0.0046501825563609,83.87073516845703,164.55091857910156,4.008701056556868,25.583333333333332,11.542905791759491,9.401753814220429,4.0113114949114355,0.0,219.827,256.2460949935913,261.49568998718263,2023-08-11 14:00:00,14,45.82361111111111
9641774000,2023-08-13 10:44:56,195.0,19.64139747619629,-0.0216148104518651,83.56501007080078,173.12757873535156,8.048477315102549,60.733333333333334,11.73070523738861,7.952326612472533,8.065444254000932,160.05186950302127,682.448,177.83020250320436,276.2601899871826,2023-08-13 11:00:00,11,44.85111111111111
9693244191,2023-08-17 16:49:04,167.0,12.396538734436035,-0.0235481038689613,83.8602294921875,155.77223205566406,5.009322560596644,39.43333333333333,14.914374062061311,7.628671000480653,5.129769922117775,301.65514801025387,652.919,230.9824050064087,451.13750000000005,2023-08-17 17:00:00,17,102.06888888888889
9693245573,2023-08-19 14:19:18,200.0,16.87543296813965,-0.0305301342159509,85.72333526611328,176.791015625,4.269732753262896,30.016666666666666,16.65922066450119,8.543638488531114,4.323928026918893,149.20893949508667,754.63,252.96509499359132,328.42809499359134,2023-08-19 14:00:00,14,45.50388888888889
9695042583,2023-08-21 16:02:21,193.0,19.698387145996094,-0.0487672872841358,84.2445297241211,169.36691284179688,5.0963331261653195,35.2,12.415381360530853,8.687673460006714,5.203293728635799,288.01711499786376,623.39,230.9824050064087,451.13750000000005,2023-08-21 16:00:00,16,49.7175
9720302271,2023-08-23 16:55:43,198.0,33.6325798034668,0.2309865355491638,84.59141540527344,176.14300537109375,4.089496581727781,31.716666666666665,10.56753141450882,7.7354237408638005,4.207768679109695,290.07322201538085,669.3240000000001,230.9824050064087,451.13750000000005,2023-08-23 17:00:00,17,48.88944444444444
9724931091,2023-08-25 14:30:41,199.0,47.154090881347656,0.0198806170374155,84.39369201660156,175.36151123046875,6.252330640149161,49.45,12.336997100353242,7.584877192497253,6.522063393412057,513.5940504760742,1378.02,256.57418998718265,546.9426899871827,2023-08-25 15:00:00,15,45.58277777777778
9740834128,2023-08-27 10:44:00,194.0,3.9570372104644775,-0.0146941859275102,83.5279541015625,175.52474975585938,13.107520198881293,104.45,10.938872100353242,7.530476271629333,13.151087389294592,352.1169189987183,2444.3450000000003,94.49279749679566,275.9320949935913,2023-08-27 11:00:00,11,44.221944444444446
9779718586,2023-08-30 15:25:01,194.0,23.660724639892575,0.0276088863611221,82.15525817871094,176.5314483642578,4.052206339341206,30.016666666666666,16.982576538085937,8.097964811086655,4.09098813072949,132.76696716690066,639.7950000000001,256.57418998718265,329.08431001281735,2023-08-30 15:00:00,15,76.6836111111111
9779720118,2023-08-31 10:05:20,197.0,41.10555267333984,0.1756440997123718,84.45278930664062,168.1077117919922,4.599129894344314,38.3,10.070322998046876,7.204863293170928,4.901864572813083,664.4900120239258,990.8620000000001,341.8801899871827,1002.3455,2023-08-31 10:00:00,10,18.671944444444446
9782787394,2023-09-04 09:47:04,,20.24505043029785,-0.0620718970894813,,,2.0012430080795527,15.4,11.596572833538056,7.800617911100388,2.0121815398733682,49.70326252365113,56.265262523651124,236.56009499359132,272.9791899871826,2023-09-04 10:00:00,10,95.69555555555556
9882674253,2023-09-19 14:30:00,,13.468146324157717,0.4308050572872162,,,2.9956494717215665,22.783333333333335,11.681612139701844,7.900962543010712,3.113362276161436,245.18633742523195,176.94152741241456,316.61650000000003,516.4293799743652,2023-09-19 14:00:00,14,364.71555555555557
9901644933,2023-09-22 17:43:11,,8.639413833618164,0.2128406465053558,,,3.9962709757613424,30.45,10.495986736774444,7.881219275474549,4.073151146869173,210.52712024688722,165.57741774368287,285.7750949935913,407.5001899871827,2023-09-22 18:00:00,18,75.21972222222222
9915068716,2023-09-24 18:01:28,,28.22167587280273,0.044290903955698,,,3.505282784338098,25.783333333333335,14.759725044250489,8.162085896492005,3.571286634749845,208.9605273551941,200.7580273551941,277.2445,407.5001899871827,2023-09-24 18:00:00,18,48.304722222222225
9934663635,2023-09-27 20:41:27,,37.287723541259766,-0.467007964849472,,,2.100683654443754,15.65,10.51389957332611,8.059965767860414,2.101802392062228,66.68278546905518,118.52258296585083,255.2618100128174,334.9900949935913,2023-09-27 21:00:00,21,74.66638888888889
