Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
8955264923,"Apr 5, 2023, 11:26:21 PM",Afternoon Run,Run,,6009,14.48,182.0,84,false,,,activities/9608545342.fit.gz,,,6009.0,4450.0,14480.419921875,5.464285850524902,3.2540268898010254,307.7228088378906,567.0,81.0,332.8999938964844,49.01129150390625,-0.09115757793188095,,,100.0,82.78598022460938,,159.19064331054688,,,1055.0,,,84.0,,,,,,,,,,,,,0.0,,1.0,15570.900390625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.4097886085510254,11738.2001953125,,,,12032.0,,,,,,,,""
8955267459,"Apr 7, 2023, 7:31:05 PM",Lunch Run,Run,,5349,13.18,200.0,107,false,,,activities/9608548059.fit.gz,,,5349.0,4007.0,13187.990234375,6.767795085906982,3.2912378311157227,243.78488159179688,446.0,84.4000015258789,290.0,19.142690658569336,-0.04246287792921066,,,101.0,82.45341491699219,,167.0015106201172,,,1035.0,,,107.0,,,,,,,,,,,,,0.0,,1.0,13841.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.465505599975586,10750.400390625,,,,11022.0,,,,,,,,""
8955268317,"Apr 9, 2023, 12:34:49 AM",Afternoon Run,Run,,1231,4.55,192.0,37,false,,,activities/9608548964.fit.gz,,,1231.0,1231.0,4554.7802734375,4.697998046875,3.7000651359558105,34.75,72.0,88.80000305175781,117.5,8.051980018615723,0.10977478325366974,,,86.0,82.1511001586914,,170.85133361816406,,,331.0,,,37.0,,,,,,,,,,,,,0.0,,1.0,4602.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.7000651359558105,2634.39990234375,,,,3366.0,,,,,,,,""
8955270981,"Apr 9, 2023, 10:20:28 PM",Afternoon Run,Run,,5205,12.09,199.0,81,false,,,activities/9608551667.fit.gz,,,5205.0,3595.0,12095.9306640625,8.069987297058105,3.3646538257598877,239.62774658203125,384.0,85.30000305175781,285.29998779296875,16.566633224487305,0.03141552582383156,,,114.0,82.88177490234375,,162.47506713867188,,,872.0,,,81.0,,,,,,,,,,,,,0.0,,1.0,12774.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3239059448242188,9718.900390625,,,,9884.0,,,,,,,,""
8955273018,"Apr 11, 2023, 1:07:45 AM",Evening Run,Run,,2777,9.91,198.0,85,false,,,activities/9608553788.fit.gz,,,2777.0,2774.0,9914.509765625,5.908007621765137,3.5740842819213867,31.12555503845215,207.0,88.30000305175781,94.19999694824219,1.4705908298492432,-0.003025868209078908,,,90.0,84.6513671875,,176.90089416503906,,,735.0,,,85.0,,,,,,,,,,,,,0.0,,1.0,9928.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.570223093032837,9914.5,,,,6528.0,,,,,,,,""
8955275507,"Apr 12, 2023, 1:03:27 PM",Morning Run,Run,,5046,13.31,183.0,97,false,,,activities/9608556411.fit.gz,,,5046.0,3912.0,13317.1806640625,7.529947757720947,3.4041872024536133,232.6188507080078,380.0,84.4000015258789,284.8999938964844,17.856781005859375,-0.06532914191484451,,,111.0,84.6822280883789,,163.95382690429688,,,1040.0,,,97.0,,,,,,,,,,,,,0.0,,1.0,13952.900390625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.639155864715576,11184.599609375,,,,11042.0,,,,,,,,""
8955278136,"Apr 13, 2023, 12:40:43 AM",Afternoon Run,Run,,5662,13.33,186.0,93,false,,,activities/9608559119.fit.gz,,,5662.0,4141.0,13329.6005859375,4.902858257293701,3.218932628631592,261.4930114746094,440.0,84.4000015258789,312.70001220703125,15.542784690856934,-0.016504621133208275,,,95.0,83.8259048461914,,161.59201049804688,,,1058.0,,,93.0,,,,,,,,,,,,,0.0,,1.0,13978.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3542211055755615,10719.099609375,,,,11570.0,,,,,,,,""
8955280441,"Apr 16, 2023, 11:02:28 PM",Afternoon Run,Run,,5235,13.03,196.0,138,false,,,activities/9608561370.fit.gz,,,5235.0,3598.0,13034.6494140625,14.989990234375,3.622748613357544,317.1781005859375,883.0,87.0,289.6000061035156,44.565101623535156,-0.24703386425971985,,,95.0,85.23737335205078,,177.43951416015625,,,1043.0,,,138.0,,,,,,,,,,,,,0.0,,1.0,13666.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.4899044036865234,11364.2998046875,,,,10284.0,,,,,,,,""
8955282018,"Apr 18, 2023, 12:41:29 AM",Afternoon Run,Run,,1848,6.61,188.0,32,false,,,activities/9608563051.fit.gz,,,1848.0,1833.0,6617.82958984375,5.668701171875,3.610381841659546,20.63269805908203,101.0,88.80000305175781,94.19999694824219,1.4076569080352783,-0.004533207975327969,,,91.0,85.09085083007812,,162.06320190429688,,,458.0,,,32.0,,,,,,,,,,,,,0.0,,1.0,6626.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.5810766220092773,6618.7998046875,,,,4400.0,,,,,,,,""
8955282361,"Apr 20, 2023, 1:34:49 AM",Evening Swim,Swim,,2876,"1,950",,,false,,,activities/9608563488.fit.gz,,,2876.0,2862.0,1950.0,2.3255813121795654,0.6813417077064514,0.0,,,,0.0,0.0,,,53.0,29.97257423400879,,,,,447.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6780250072479248,0.0,,,,,,,,,,,,""
